Finnish;English;Hungarian
uusi;new;új
vanha;old;régi
iloinen;happy;vidám
surullinen;sad;szomorú
kaunis;beautiful;szép
ruma;ugly;csúnya
pitkä;long, tall;hosszú
lyhyt;short;rövid
terve;healthy;egészséges
sairas;sick;beteg
lihava;fat;kövér
laiha;skinny;vékony
paksu;thick;vastag
ohut;thin;vékony
nuori;young;fiatal
vanha;old;idős
auki;open;nyitva
kiinni;closed;zárva
täysi;full;tele
tyhjä;empty;üres
kallis;expensive;drága
halpa;cheap;olcsó
vaikea;difficult;nehéz
helppo;easy;könnyű
rikas;rich;gazdag
köyhä;poor;szegény
kuuma;hot;forró
kylmä;cold;hideg
kuiva;dry;száraz
märkä;wet;nedves
valoisa;bright;világos
pimeä;dark;sötét
vihainen;angry;dühös
rauhallinen;calm;nyugodt
sotkuinen;messy;rendetlen
siisti;tidy;tiszta
leveä;wide;széles
kapea;narrow;keskeny
pehmeä;soft;puha
kova;hard;kemény
painava;heavy;nehéz
kevyt;light;könnyű
terävä;sharp;éles
tylsä;blunt;tompa
hauska;funny;vicces
tylsä;boring;unalmas
hidas;slow;lassú
nopea;fast;gyors
korkea;high;magas
matala;low;alacsony
hapan;sour;savas
makea;sweet;édes
fiksu;smart;okos
tyhmä;stupid;butas
kiltti;good;jó
tuhma;naughty;csintalan
ahkera;hard-working;szorgalmas
laiska;lazy;lustú
likainen;dirty;koszos
puhdas;clean;tiszta
vahva;strong;erős
heikko;weak;gyenge
ilmainen;free of charge;ingyenes
maksullinen;costs;fizetős
